filename	objects
83056_submitter_file2__IMG0127.JPG	['wing']
85138_submitter_file3__UFO3.jpg	['standard poodle', 'car wheel', 'seashore, coast, seacoast, sea-coast', 'wing', 'car mirror']
80551_submitter_file4__ufo3.jpg	['car mirror']
80734_submitter_file7__20161129185028.jpg	['bubble', 'nematode, nematode worm, roundworm', 'window screen', 'jellyfish']
82365_submitter_file5__Screenshot20170226143055.png	['nematode, nematode worm, roundworm', 'chocolate sauce, chocolate syrup']
85948_submitter_file4__20170809235012.jpg	['volcano', 'cinema, movie theater, movie theatre, movie house, picture palace', 'torch', "jack-o'-lantern", 'spotlight, spot']
79395_submitter_file1__CAM01038.jpg	['park bench', 'valley, vale', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'alp', 'lakeside, lakeshore']
78206_submitter_file4__20160805030044LC401.jpg	['parachute, chute', 'missile', 'albatross, mollymawk', 'airship, dirigible', 'kite']
84348_submitter_file1__UFONJ2017061118.55.43.jpeg	['pickup, pickup truck', 'car wheel', 'racer, race car, racing car', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'minivan']
88444_submitter_file4__PurplelightoverHomeDepotuponexiting.jpg	['obelisk', 'cab, hack, taxi, taxicab', 'restaurant, eating house, eating place, eatery', 'bell cote, bell cot', 'pier']
87284_submitter_file5__Screenshot20171009160616.png	['geyser', 'alp']
83047_submitter_file1__UFO.jpg	['planetarium', 'church, church building', 'lakeside, lakeshore', 'alp', 'barn']
83395_submitter_file1__1.FlyingSaucerWithContrail2.jpg	['projectile, missile', 'warplane, military plane', 'airliner', 'wing', 'missile']
87106_submitter_file3__IMG3067.JPG	['book jacket, dust cover, dust jacket, dust wrapper', 'volcano', 'cliff, drop, drop-off', 'knot', 'bow']
87385_submitter_file4__20171017001144.jpg	['cliff dwelling', 'vault', 'cliff, drop, drop-off', 'hammer', 'bolete']
82015_submitter_file3__IMG5008.PNG	['projectile, missile', 'airship, dirigible', 'missile']
87072_submitter_file3__IMG9467.JPG	['volcano', "jack-o'-lantern", 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish']
90462_submitter_file1__26943022102155061084757881380208352n.jpg	['megalith, megalithic structure', 'valley, vale', 'beacon, lighthouse, beacon light, pharos', 'promontory, headland, head, foreland', 'lakeside, lakeshore']
81034_submitter_file1__DSC1685.jpg	['parachute, chute', 'warplane, military plane', 'airship, dirigible']
88710_submitter_file4__Mazaredo4.png	['cab, hack, taxi, taxicab', 'jeep, landrover', 'car wheel', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'minivan']
86765_submitter_file2__20170917230856.jpg	['binder, ring-binder', 'Band Aid', 'shower curtain']
81729_submitter_file3__042.JPG	['pickup, pickup truck', 'jeep, landrover', 'limousine, limo', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'minivan']
81490_submitter_file4__received646816665500661.jpeg	['sandbar, sand bar', 'valley, vale', 'lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast', 'volcano']
87056_submitter_file2__20170926183300.jpg	['aircraft carrier, carrier, flattop, attack aircraft carrier', 'cliff, drop, drop-off', 'liner, ocean liner', "spider web, spider's web", 'submarine, pigboat, sub, U-boat']
85941_submitter_file5__IMG0335.JPG	['car mirror', 'seat belt, seatbelt']
79193_submitter_file1__AORIGINALPOSITION1.JPG	['space shuttle', 'crane', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']
80692_submitter_file3__IMG20161119165350.jpg	['notebook, notebook computer', 'laptop, laptop computer', 'nematode, nematode worm, roundworm', 'monitor', 'dishwasher, dish washer, dishwashing machine']
90743_submitter_file4__IMG2604.JPG	['park bench', 'unicycle, monocycle', 'shopping cart', 'moped', 'picket fence, paling']
88375_submitter_file1__IMG3657.jpg	['suspension bridge', 'mountain tent', 'torch', 'picket fence, paling', 'spotlight, spot']
88994_submitter_file5__IMAG13775.jpg	['parachute, chute', 'warplane, military plane', 'projectile, missile', 'wing', 'missile']
87668_submitter_file1__IMG0311.PNG	['parachute, chute', 'wing', 'flagpole, flagstaff', 'kite', 'airship, dirigible']
90433_submitter_file2__20171015161739.png	['airship, dirigible']
83197_submitter_file6__6.LuminousWhiteUFOPhotograph2Enlarged2.jpg	["jack-o'-lantern", 'digital clock', 'nematode, nematode worm, roundworm', 'candle, taper, wax light', 'jellyfish']
79195_submitter_file2__BORIGINALPOSITION2.JPG	['space shuttle', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']
87634_submitter_file3__IMG9462.jpg	['crane', 'wing', 'airliner', 'drilling platform, offshore rig', 'flagpole, flagstaff']
90926_submitter_file1__Nic.UFOOrig.jpg	['bell cote, bell cot', 'patio, terrace', 'boathouse', 'umbrella', 'dam, dike, dyke']
71167_submitter_file4__009.JPG	['nematode, nematode worm, roundworm']
86156_submitter_file4__Screenshot20170821220906.png	['flagpole, flagstaff', 'traffic light, traffic signal, stoplight', 'suspension bridge', 'pole', 'spotlight, spot']
84306_submitter_file1__IMG7732.JPG	['geyser']
80973_submitter_file2__20161214054529.jpg	['traffic light, traffic signal, stoplight', 'fountain', 'crane', 'analog clock', 'flagpole, flagstaff']
88278_submitter_file1__20170924114700.jpg	['volcano', 'valley, vale', 'cliff, drop, drop-off', 'alp', 'lakeside, lakeshore']
88004_submitter_file1__IMG5708Nov040542PM.jpg	['sandbar, sand bar', 'promontory, headland, head, foreland', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
83927_submitter_file7__7.LargeRoundObjectNearPassengerPlaneFurtherEnlarged.jpg	['projectile, missile', 'missile']
83743_submitter_file4__IMG4376.JPG	['promontory, headland, head, foreland', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'container ship, containership, container vessel', 'beacon, lighthouse, beacon light, pharos', 'wreck']
80623_submitter_file1__13758652952534373312015061403459976207913n.jpg	['pool table, billiard table, snooker table', 'projector', 'Petri dish', 'jellyfish']
79666_submitter_file3__IMG3070.JPG	['traffic light, traffic signal, stoplight', 'television, television system', 'stage', 'monitor', 'spotlight, spot']
80464_submitter_file4__LeicaFall210620160917017.JPG	['parachute, chute', 'warplane, military plane', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
83387_submitter_file4__4.FourWhiteCigarUFOsLabeled.jpg	['syringe', 'drumstick', 'projectile, missile', 'letter opener, paper knife, paperknife', 'missile']
84024_submitter_file2__P1200698.JPG	['parachute, chute', 'wing', 'tiger shark, Galeocerdo cuvieri', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'jellyfish']
84714_submitter_file7__0628171746f.jpg	['greenhouse, nursery, glasshouse', 'solar dish, solar collector, solar furnace', 'barn']
81100_submitter_file1__twins14a.png	['crane', 'traffic light, traffic signal, stoplight', 'warplane, military plane', 'airliner', 'wing']
79907_submitter_file2__IMG20161003131101.jpg	['obelisk', 'guillotine', 'pole', 'street sign', 'flagpole, flagstaff']
84198_submitter_file1__IMG201706040428301.jpg	['monastery', 'traffic light, traffic signal, stoplight', 'church, church building', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'beacon, lighthouse, beacon light, pharos']
89522_submitter_file2__IMG0248.JPG	['valley, vale', 'alp']
83174_submitter_file2__2.BlackObjectWithAlmondShapedLightEnlarged.JPG	['parachute, chute', 'warplane, military plane', 'vulture', 'airship, dirigible', 'kite']
86349_submitter_file2__IMG1197.JPG	['geyser']
70068_submitter_file5__Whatisthis2.jpg	['bolo tie, bolo, bola tie, bola', 'gong, tam-tam', 'face powder', 'Petri dish', 'switch, electric switch, electrical switch']
72952_submitter_file1__IMG3864.JPG	['volcano', 'radio telescope, radio reflector', 'valley, vale', 'wing', 'balloon']
83650_submitter_file3__IMG5412.JPG	['black widow, Latrodectus mactans', 'tick', 'barn spider, Araneus cavaticus', "spider web, spider's web", 'garden spider, Aranea diademata']
81050_submitter_file2__20161023112053.jpg	['panpipe, pandean pipe, syrinx', 'matchstick', 'window shade', 'tile roof']
84415_submitter_file4__Esfera1Arturo4.jpg	['hammerhead, hammerhead shark', 'jellyfish', 'nematode, nematode worm, roundworm', 'wing', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
86242_submitter_file2__IMG20160723221606.jpg	['spotlight, spot', "jack-o'-lantern", 'matchstick', 'nematode, nematode worm, roundworm', 'digital clock']
83253_submitter_file6__6.GlowingUFOPhotograph2Enlarged.jpg	['parachute, chute', 'balloon', 'pool table, billiard table, snooker table', 'baseball', 'tennis ball']
88624_submitter_file1__IMG8851.jpg	['parachute, chute', 'hay', 'balloon', 'rapeseed', 'radio telescope, radio reflector']
89065_submitter_file1__IMG2211.JPG	['parachute, chute', 'stupa, tope', 'balloon', 'airship, dirigible', 'flagpole, flagstaff']
88032_submitter_file3__IMG2306.JPG	['suspension bridge', 'beacon, lighthouse, beacon light, pharos', 'pier', 'drilling platform, offshore rig', 'wreck']
83135_submitter_file2__20170408161618.jpg	['obelisk', 'geyser', 'fountain']
83554_submitter_file1__ufo01.JPG	['volcano', 'sandbar, sand bar', 'seashore, coast, seacoast, sea-coast', 'alp', 'lakeside, lakeshore']
91156_submitter_file1__8599265AB24C43ABA17EA02A270701C8.jpeg	['geyser', 'fountain', 'fireboat']
74420_submitter_file1__image.jpeg	['accordion, piano accordion, squeeze box', 'balloon', 'abacus', 'bell cote, bell cot', 'beacon, lighthouse, beacon light, pharos']
86374_submitter_file2__IMG3402.JPG	['parachute, chute', 'notebook, notebook computer', 'pool table, billiard table, snooker table', 'wall clock', 'airship, dirigible']
85281_submitter_file1__IMG2271.JPG	['sea urchin', 'volcano', 'axolotl, mud puppy, Ambystoma mexicanum', 'feather boa, boa', 'poncho']
83148_submitter_file3__3.BlueCenteredTypeUFOEnlargedAndEnhanced.jpg	['spotlight, spot', 'nematode, nematode worm, roundworm', 'digital clock', 'bubble', 'jellyfish']
83743_submitter_file1__IMG4371.JPG	['parachute, chute', 'black stork, Ciconia nigra', 'kite', 'airship, dirigible', 'missile']
91154_submitter_file3__IMG2010.PNG	['bell cote, bell cot', 'warplane, military plane', 'mosque', 'kite', 'airship, dirigible']
74653_submitter_file8__shieldsufo20160220151710.jpg	['radio telescope, radio reflector', 'suspension bridge', 'pier', 'crane', 'steel arch bridge']
87261_submitter_file2__TiffanysUFO2Sept282017.jpeg	['beer bottle', 'beer glass', 'fountain', 'wine bottle', 'chain']
75133_submitter_file7__GreenUAPBeautifulcloseupAdaraworldfrommyvideo19.11.2013.png	[]
84306_submitter_file5__IMG7739.JPG	['parachute, chute', 'balloon', 'lakeside, lakeshore', 'pole', 'beacon, lighthouse, beacon light, pharos']
79691_submitter_file1__20161008122627.jpg	['valley, vale', 'cliff, drop, drop-off', 'alp', 'promontory, headland, head, foreland']
84883_submitter_file1__2017jul050523PM.JPG	['pole', 'lakeside, lakeshore', 'balloon', 'picket fence, paling', 'suspension bridge']
80044_submitter_file1__croatiaufo691x1024.png	['folding chair', 'matchstick', 'rule, ruler']
71941_submitter_file4__MFDC0202.JPG	['drumstick', 'matchstick', 'can opener, tin opener', 'tripod', 'chime, bell, gong']
82255_submitter_file1__IMG20170221150847014.jpg	['parachute, chute', 'hay', 'geyser', 'rapeseed', 'flagpole, flagstaff']
89367_submitter_file3__IMG2905.JPG	['nematode, nematode worm, roundworm', 'maraca']
86149_submitter_file1__WHATISLEAVINGTHEMOON.jpg	['television, television system', 'traffic light, traffic signal, stoplight', 'pier', 'monitor', 'flagpole, flagstaff']
85557_submitter_file1__20170715102126.jpg	['solar dish, solar collector, solar furnace', 'radio telescope, radio reflector', 'stupa, tope', 'airship, dirigible', 'water tower']
78678_submitter_file9__IMG2342.jpg	['parachute, chute', 'geyser', 'fountain', 'fireboat', 'missile']
81412_submitter_file7__DSCN1499.jpg	['nematode, nematode worm, roundworm']
83365_submitter_file6__6.TeignmouthDevonUFOEnhancedEnlarged.jpg	['syringe', 'screw', 'pill bottle', 'airship, dirigible', 'switch, electric switch, electrical switch']
78805_submitter_file1__BurntIslandRetreat13CleanDenoisedUFO04.png	['sandbar, sand bar', 'promontory, headland, head, foreland', 'volcano', 'seashore, coast, seacoast, sea-coast', 'beacon, lighthouse, beacon light, pharos']
85521_submitter_file4__KTDP1999.JPG	['megalith, megalithic structure', 'castle', 'geyser', 'church, church building', 'beacon, lighthouse, beacon light, pharos']
85324_submitter_file3__Canon2015AshesOttawaFrenchChiniguchi306.jpg	['traffic light, traffic signal, stoplight', 'jellyfish', 'nematode, nematode worm, roundworm', 'digital clock']
81423_submitter_file2__20160620130955.jpg	['flagpole, flagstaff', 'beacon, lighthouse, beacon light, pharos', 'bell cote, bell cot', 'dome', 'church, church building']
90539_submitter_file4__KMC0369.JPG	['worm fence, snake fence, snake-rail fence, Virginia fence', 'hay', 'pole', 'stupa, tope', 'swing']
80023_submitter_file4__Video3photomerge.jpg	['pole', 'ski', 'traffic light, traffic signal, stoplight', 'solar dish, solar collector, solar furnace', 'spotlight, spot']
89442_submitter_file1__CIGARDAYNIGHT.jpg	['parachute, chute', 'volcano', 'balloon', 'airship, dirigible', 'lakeside, lakeshore']
87666_submitter_file1__ufocloud.jpg	['parachute, chute', 'warplane, military plane', 'wing', 'airship, dirigible']
86244_submitter_file2__ufo2.jpg	['obelisk', 'hay', 'traffic light, traffic signal, stoplight', 'rapeseed', 'picket fence, paling']
80555_submitter_file4__No.4.jpg	['volcano', 'balloon', 'valley, vale', 'alp', 'cliff, drop, drop-off']
90184_submitter_file2__20180201010331.jpg	['bookshop, bookstore, bookstall', 'shoe shop, shoe-shop, shoe store', 'tobacco shop, tobacconist shop, tobacconist', 'library', 'spotlight, spot']
79195_submitter_file4__DORIGINALPOSITION4.JPG	['space shuttle', 'planetarium', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'mobile home, manufactured home', 'triumphal arch']
87053_submitter_file2__FBIMG1506843591205.jpg	['rugby ball', 'airship, dirigible']
86514_submitter_file4__20170901173155.jpg	['parachute, chute', 'balloon', 'geyser', 'wing', 'jellyfish']
83090_submitter_file4__IMG1196.PNG	['laptop, laptop computer', 'notebook, notebook computer', 'nematode, nematode worm, roundworm', 'Petri dish']
87771_submitter_file1__IMG2017103112361831501.jpg	['parachute, chute', 'warplane, military plane', 'airliner', 'kite', 'airship, dirigible']
88731_submitter_file1__lights.jpg	['nematode, nematode worm, roundworm']
83175_submitter_file4__4.FlyingSaucerThatEmergedFromTheCloudsEnlarged3.jpg	['parachute, chute', 'vulture', 'kite', 'airship, dirigible', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
90290_submitter_file2__IMG19071.JPG	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'volcano', 'nematode, nematode worm, roundworm', 'digital clock']
84133_submitter_file1__1.12.jpg	['park bench', 'patio, terrace', 'lakeside, lakeshore', 'swing', 'harp']
75133_submitter_file4__UAPagain.12Dec2013TorontoCanada.Adaraworld2013.1011376copycopy.JPG	[]
89367_submitter_file5__IMG2811.JPG	['beaker', 'bulletproof vest', 'caldron, cauldron', 'nematode, nematode worm, roundworm', 'wool, woolen, woollen']
80733_submitter_file5__20161129185013.jpg	['missile', 'nematode, nematode worm, roundworm', 'golf ball', 'ladle']
84943_submitter_file2__received10213857073526906.jpeg	['balloon', 'crane', 'drilling platform, offshore rig', 'airship, dirigible', 'beacon, lighthouse, beacon light, pharos']
82735_submitter_file1__received10212300510333930.jpeg	['park bench', 'hay', 'soccer ball', 'golf ball', 'barn']
79904_submitter_file4__latersighting.jpg	['crane', 'barn', 'pier', 'water tower', 'suspension bridge']
84651_submitter_file1__DSC92992.jpg	['geyser', 'fountain']
77629_submitter_file2__Photo2.JPG	['fountain', 'wing', 'fireboat', 'flagpole, flagstaff']
83802_submitter_file1__IMG6268515171.JPG	['hay', 'balloon', 'lakeside, lakeshore', 'rapeseed', 'barn']
